,store_id,region,type_of_business,amount,Date
2018-07-25,23,경기 안양시,기타 미용업,232285.71428571426,2018-07-25
2018-08-08,23,경기 안양시,기타 미용업,194000.0,2018-08-08
2018-08-22,23,경기 안양시,기타 미용업,282571.4285714286,2018-08-22
2018-09-05,23,경기 안양시,기타 미용업,326857.14285714284,2018-09-05
2018-09-19,23,경기 안양시,기타 미용업,222999.99999999997,2018-09-19
2018-10-03,23,경기 안양시,기타 미용업,181142.85714285716,2018-10-03
2018-10-17,23,경기 안양시,기타 미용업,79428.57142857142,2018-10-17
2018-10-31,23,경기 안양시,기타 미용업,74571.42857142857,2018-10-31
2018-11-14,23,경기 안양시,기타 미용업,507571.4285714286,2018-11-14
2018-11-28,23,경기 안양시,기타 미용업,703857.1428571428,2018-11-28
2018-12-12,23,경기 안양시,기타 미용업,271142.8571428571,2018-12-12
2018-12-26,23,경기 안양시,기타 미용업,358857.1428571428,2018-12-26
2019-01-09,23,경기 안양시,기타 미용업,431428.57142857136,2019-01-09
2019-01-23,23,경기 안양시,기타 미용업,181714.2857142857,2019-01-23
2019-02-06,23,경기 안양시,기타 미용업,316714.28571428574,2019-02-06
2019-02-20,23,경기 안양시,기타 미용업,145714.2857142857,2019-02-20
2017-02-22,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",49285.714285714275,2017-02-22
2017-03-08,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",45714.28571428571,2017-03-08
2017-03-22,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",27000.0,2017-03-22
2017-04-05,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",82000.0,2017-04-05
2017-04-19,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",60571.42857142857,2017-04-19
2017-05-03,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",61285.71428571428,2017-05-03
2017-05-17,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",38714.28571428572,2017-05-17
2017-05-31,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",61857.14285714285,2017-05-31
2017-06-14,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",24999.999999999996,2017-06-14
2017-06-28,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",14142.857142857143,2017-06-28
2017-07-12,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",32714.285714285717,2017-07-12
2017-07-26,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",0.0,2017-07-26
2017-08-09,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",3857.142857142857,2017-08-09
2017-08-23,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",9857.142857142859,2017-08-23
2017-09-06,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",12857.142857142857,2017-09-06
2017-09-20,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",102714.28571428571,2017-09-20
2017-10-04,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",26142.857142857145,2017-10-04
2017-10-18,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",20285.714285714283,2017-10-18
2017-11-01,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",46714.28571428571,2017-11-01
2017-11-15,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",4000.0000000000014,2017-11-15
2017-11-29,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",0.0,2017-11-29
2017-12-13,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",35714.28571428571,2017-12-13
2017-12-27,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",5857.142857142858,2017-12-27
2018-01-10,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",29142.85714285714,2018-01-10
2018-01-24,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",80428.57142857142,2018-01-24
2018-02-07,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",85571.42857142857,2018-02-07
2018-02-21,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",49571.42857142857,2018-02-21
2018-03-07,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",64285.71428571429,2018-03-07
2018-03-21,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",61285.7142857143,2018-03-21
2018-04-04,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",26285.71428571429,2018-04-04
2018-04-18,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",30285.714285714286,2018-04-18
2018-05-02,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",61714.28571428572,2018-05-02
2018-05-16,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",43857.142857142855,2018-05-16
2018-05-30,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",44000.0,2018-05-30
2018-06-13,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",42142.857142857145,2018-06-13
2018-06-27,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",21000.0,2018-06-27
2018-07-11,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",87142.85714285714,2018-07-11
2018-07-25,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",9000.0,2018-07-25
2018-08-08,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",9857.142857142859,2018-08-08
2018-08-22,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",0.0,2018-08-22
2018-09-05,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",303714.2857142857,2018-09-05
2018-09-19,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",107571.42857142857,2018-09-19
2018-10-03,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",51285.714285714275,2018-10-03
2018-10-17,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",34714.28571428571,2018-10-17
2018-10-31,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",53571.428571428565,2018-10-31
2018-11-14,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",23714.285714285714,2018-11-14
2018-11-28,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",0.0,2018-11-28
2018-12-12,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",9428.57142857143,2018-12-12
2018-12-26,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",15714.285714285714,2018-12-26
2019-01-09,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",26142.85714285714,2019-01-09
2019-01-23,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",378999.99999999994,2019-01-23
2019-02-06,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",18000.0,2019-02-06
2019-02-20,25,경기 수원시,"채소, 과실 및 뿌리작물 소매업",2428.5714285714284,2019-02-20
2016-06-01,30,경기 안양시,서양식 음식점업,232257.14285714284,2016-06-01
2016-06-15,30,경기 안양시,서양식 음식점업,243171.42857142855,2016-06-15
2016-06-29,30,경기 안양시,서양식 음식점업,195057.14285714284,2016-06-29
2016-07-13,30,경기 안양시,서양식 음식점업,174171.42857142858,2016-07-13
2016-07-27,30,경기 안양시,서양식 음식점업,248014.28571428568,2016-07-27
2016-08-10,30,경기 안양시,서양식 음식점업,201385.7142857143,2016-08-10
2016-08-24,30,경기 안양시,서양식 음식점업,87285.71428571429,2016-08-24
2016-09-07,30,경기 안양시,서양식 음식점업,76642.85714285714,2016-09-07
2016-09-21,30,경기 안양시,서양식 음식점업,102485.71428571429,2016-09-21
2016-10-05,30,경기 안양시,서양식 음식점업,136085.71428571426,2016-10-05
2016-10-19,30,경기 안양시,서양식 음식점업,121357.14285714283,2016-10-19
2016-11-02,30,경기 안양시,서양식 음식점업,155428.57142857142,2016-11-02
2016-11-16,30,경기 안양시,서양식 음식점업,136328.57142857142,2016-11-16
2016-11-30,30,경기 안양시,서양식 음식점업,143914.28571428574,2016-11-30
2016-12-14,30,경기 안양시,서양식 음식점업,118114.28571428572,2016-12-14
2016-12-28,30,경기 안양시,서양식 음식점업,196257.14285714287,2016-12-28
2017-01-11,30,경기 안양시,서양식 음식점업,182742.85714285713,2017-01-11
2017-01-25,30,경기 안양시,서양식 음식점업,177400.0,2017-01-25
2017-02-08,30,경기 안양시,서양식 음식점업,192542.85714285713,2017-02-08
2017-02-22,30,경기 안양시,서양식 음식점업,197542.85714285713,2017-02-22
2017-03-08,30,경기 안양시,서양식 음식점업,118942.85714285714,2017-03-08
2017-03-22,30,경기 안양시,서양식 음식점업,172128.57142857145,2017-03-22
2017-04-05,30,경기 안양시,서양식 음식점업,151842.85714285713,2017-04-05
2017-04-19,30,경기 안양시,서양식 음식점업,153571.4285714286,2017-04-19
2017-05-03,30,경기 안양시,서양식 음식점업,190757.14285714287,2017-05-03
2017-05-17,30,경기 안양시,서양식 음식점업,122357.14285714287,2017-05-17
2017-05-31,30,경기 안양시,서양식 음식점업,208728.57142857142,2017-05-31
2017-06-14,30,경기 안양시,서양식 음식점업,130800.0,2017-06-14
2017-06-28,30,경기 안양시,서양식 음식점업,186142.85714285716,2017-06-28
2017-07-12,30,경기 안양시,서양식 음식점업,200599.99999999997,2017-07-12
2017-07-26,30,경기 안양시,서양식 음식점업,212028.57142857145,2017-07-26
2017-08-09,30,경기 안양시,서양식 음식점업,305785.7142857143,2017-08-09
2017-08-23,30,경기 안양시,서양식 음식점업,206642.8571428571,2017-08-23
2017-09-06,30,경기 안양시,서양식 음식점업,223442.8571428571,2017-09-06
2017-09-20,30,경기 안양시,서양식 음식점업,177557.14285714287,2017-09-20
2017-10-04,30,경기 안양시,서양식 음식점업,195314.28571428568,2017-10-04
2017-10-18,30,경기 안양시,서양식 음식점업,186614.2857142857,2017-10-18
2017-11-01,30,경기 안양시,서양식 음식점업,136807.14285714287,2017-11-01
2017-11-15,30,경기 안양시,서양식 음식점업,148601.42857142858,2017-11-15
2017-11-29,30,경기 안양시,서양식 음식점업,157194.28571428574,2017-11-29
2017-12-13,30,경기 안양시,서양식 음식점업,162865.7142857143,2017-12-13
2017-12-27,30,경기 안양시,서양식 음식점업,172899.99999999997,2017-12-27
2018-01-10,30,경기 안양시,서양식 음식점업,149500.0,2018-01-10
2018-01-24,30,경기 안양시,서양식 음식점업,5857.142857142859,2018-01-24
2018-02-07,30,경기 안양시,서양식 음식점업,54342.857142857145,2018-02-07
2018-02-21,30,경기 안양시,서양식 음식점업,72014.28571428571,2018-02-21
2018-03-07,30,경기 안양시,서양식 음식점업,68928.57142857142,2018-03-07
2018-03-21,30,경기 안양시,서양식 음식점업,143800.0,2018-03-21
2018-04-04,30,경기 안양시,서양식 음식점업,96385.71428571429,2018-04-04
2018-04-18,30,경기 안양시,서양식 음식점업,109278.57142857143,2018-04-18
2018-05-02,30,경기 안양시,서양식 음식점업,137591.42857142858,2018-05-02
2018-05-16,30,경기 안양시,서양식 음식점업,119748.57142857142,2018-05-16
2018-05-30,30,경기 안양시,서양식 음식점업,80028.57142857143,2018-05-30
2018-06-13,30,경기 안양시,서양식 음식점업,101700.0,2018-06-13
2018-06-27,30,경기 안양시,서양식 음식점업,100214.2857142857,2018-06-27
2018-07-11,30,경기 안양시,서양식 음식점업,111471.42857142858,2018-07-11
2018-07-25,30,경기 안양시,서양식 음식점업,100357.14285714286,2018-07-25
2018-08-08,30,경기 안양시,서양식 음식점업,126314.28571428572,2018-08-08
2018-08-22,30,경기 안양시,서양식 음식점업,164071.42857142858,2018-08-22
2018-09-05,30,경기 안양시,서양식 음식점업,142728.57142857142,2018-09-05
2018-09-19,30,경기 안양시,서양식 음식점업,135042.85714285716,2018-09-19
2018-10-03,30,경기 안양시,서양식 음식점업,137914.2857142857,2018-10-03
2018-10-17,30,경기 안양시,서양식 음식점업,110514.28571428571,2018-10-17
2018-10-31,30,경기 안양시,서양식 음식점업,122628.57142857143,2018-10-31
2018-11-14,30,경기 안양시,서양식 음식점업,144200.0,2018-11-14
2018-11-28,30,경기 안양시,서양식 음식점업,153457.14285714287,2018-11-28
2018-12-12,30,경기 안양시,서양식 음식점업,192028.57142857142,2018-12-12
2018-12-26,30,경기 안양시,서양식 음식점업,162114.28571428568,2018-12-26
2019-01-09,30,경기 안양시,서양식 음식점업,170957.14285714284,2019-01-09
2019-01-23,30,경기 안양시,서양식 음식점업,128685.71428571432,2019-01-23
2019-02-06,30,경기 안양시,서양식 음식점업,94200.00000000003,2019-02-06
2016-06-02,32,서울 마포구,통신기기 소매업,37772.85714285714,2016-06-02
2016-06-16,32,서울 마포구,통신기기 소매업,18400.000000000007,2016-06-16
2016-06-30,32,서울 마포구,통신기기 소매업,36542.857142857145,2016-06-30
2016-07-14,32,서울 마포구,통신기기 소매업,85462.85714285716,2016-07-14
2016-07-28,32,서울 마포구,통신기기 소매업,31414.285714285714,2016-07-28
2016-08-11,32,서울 마포구,통신기기 소매업,32772.85714285714,2016-08-11
2016-08-25,32,서울 마포구,통신기기 소매업,81285.71428571429,2016-08-25
2016-09-08,32,서울 마포구,통신기기 소매업,26938.57142857143,2016-09-08
2016-09-22,32,서울 마포구,통신기기 소매업,62342.857142857145,2016-09-22
2016-10-06,32,서울 마포구,통신기기 소매업,18428.57142857143,2016-10-06
2016-10-20,32,서울 마포구,통신기기 소매업,212548.57142857145,2016-10-20
2016-11-03,32,서울 마포구,통신기기 소매업,55171.42857142858,2016-11-03
2016-11-17,32,서울 마포구,통신기기 소매업,52017.14285714286,2016-11-17
2016-12-01,32,서울 마포구,통신기기 소매업,35378.571428571435,2016-12-01
2016-12-15,32,서울 마포구,통신기기 소매업,184985.71428571426,2016-12-15
2016-12-29,32,서울 마포구,통신기기 소매업,198828.57142857142,2016-12-29
2017-01-12,32,서울 마포구,통신기기 소매업,150508.57142857145,2017-01-12
2017-01-26,32,서울 마포구,통신기기 소매업,234334.28571428574,2017-01-26
2017-02-09,32,서울 마포구,통신기기 소매업,161714.28571428568,2017-02-09
2017-02-23,32,서울 마포구,통신기기 소매업,16142.857142857143,2017-02-23
2017-03-09,32,서울 마포구,통신기기 소매업,68955.71428571429,2017-03-09
2017-03-23,32,서울 마포구,통신기기 소매업,98142.85714285714,2017-03-23
2017-04-06,32,서울 마포구,통신기기 소매업,67855.71428571429,2017-04-06
2017-04-20,32,서울 마포구,통신기기 소매업,15857.142857142857,2017-04-20
2017-05-04,32,서울 마포구,통신기기 소매업,200714.2857142857,2017-05-04
2017-05-18,32,서울 마포구,통신기기 소매업,109285.71428571428,2017-05-18
2017-06-01,32,서울 마포구,통신기기 소매업,10714.285714285714,2017-06-01
2017-06-15,32,서울 마포구,통신기기 소매업,24034.285714285717,2017-06-15
2017-06-29,32,서울 마포구,통신기기 소매업,64655.71428571429,2017-06-29
2017-07-13,32,서울 마포구,통신기기 소매업,233438.57142857148,2017-07-13
2017-07-27,32,서울 마포구,통신기기 소매업,209918.57142857145,2017-07-27
2017-08-10,32,서울 마포구,통신기기 소매업,77235.71428571428,2017-08-10
2017-08-24,32,서울 마포구,통신기기 소매업,56312.85714285714,2017-08-24
2017-09-07,32,서울 마포구,통신기기 소매업,30585.714285714283,2017-09-07
2017-09-21,32,서울 마포구,통신기기 소매업,9857.142857142857,2017-09-21
2017-10-05,32,서울 마포구,통신기기 소매업,87557.14285714286,2017-10-05
2017-10-19,32,서울 마포구,통신기기 소매업,179475.7142857143,2017-10-19
2017-11-02,32,서울 마포구,통신기기 소매업,121328.57142857145,2017-11-02
2017-11-16,32,서울 마포구,통신기기 소매업,150000.00000000003,2017-11-16
2017-11-30,32,서울 마포구,통신기기 소매업,46114.28571428572,2017-11-30
2017-12-14,32,서울 마포구,통신기기 소매업,7142.857142857143,2017-12-14
2017-12-28,32,서울 마포구,통신기기 소매업,231252.85714285716,2017-12-28
2018-01-11,32,서울 마포구,통신기기 소매업,31857.14285714286,2018-01-11
2018-01-25,32,서울 마포구,통신기기 소매업,28550.000000000004,2018-01-25
2018-02-08,32,서울 마포구,통신기기 소매업,13142.857142857143,2018-02-08
2018-02-22,32,서울 마포구,통신기기 소매업,25474.285714285717,2018-02-22
2018-03-08,32,서울 마포구,통신기기 소매업,31685.714285714286,2018-03-08
2018-03-22,32,서울 마포구,통신기기 소매업,71114.28571428572,2018-03-22
2018-04-05,32,서울 마포구,통신기기 소매업,30142.857142857138,2018-04-05
2018-04-19,32,서울 마포구,통신기기 소매업,171999.99999999994,2018-04-19
2018-05-03,32,서울 마포구,통신기기 소매업,30428.57142857143,2018-05-03
2018-05-17,32,서울 마포구,통신기기 소매업,30485.714285714286,2018-05-17
2018-05-31,32,서울 마포구,통신기기 소매업,37600.0,2018-05-31
2018-06-14,32,서울 마포구,통신기기 소매업,17571.42857142857,2018-06-14
