,store_id,region,type_of_business,amount,Date
2018-05-02,34,서울 마포구,기타 주점업,938271.4285714285,2018-05-02
2018-05-30,34,서울 마포구,기타 주점업,1335971.4285714284,2018-05-30
2018-06-27,34,서울 마포구,기타 주점업,1409414.285714286,2018-06-27
2018-07-25,34,서울 마포구,기타 주점업,1082614.285714286,2018-07-25
2018-08-22,34,서울 마포구,기타 주점업,707000.0000000001,2018-08-22
2018-09-19,34,서울 마포구,기타 주점업,614128.5714285714,2018-09-19
2018-10-17,34,서울 마포구,기타 주점업,562814.2857142856,2018-10-17
2018-11-14,34,서울 마포구,기타 주점업,852357.1428571428,2018-11-14
2018-12-12,34,서울 마포구,기타 주점업,498914.28571428574,2018-12-12
2019-01-09,34,서울 마포구,기타 주점업,147957.14285714284,2019-01-09
2016-06-01,35,서울 마포구,의복 소매업,1145000.0,2016-06-01
2016-06-29,35,서울 마포구,의복 소매업,879006.4285714288,2016-06-29
2016-07-27,35,서울 마포구,의복 소매업,842572.8571428572,2016-07-27
2016-08-24,35,서울 마포구,의복 소매업,731285.7142857142,2016-08-24
2016-09-21,35,서울 마포구,의복 소매업,802571.4285714285,2016-09-21
2016-10-19,35,서울 마포구,의복 소매업,832142.8571428572,2016-10-19
2016-11-16,35,서울 마포구,의복 소매업,529571.4285714285,2016-11-16
2016-12-14,35,서울 마포구,의복 소매업,385857.14285714284,2016-12-14
2017-01-11,35,서울 마포구,의복 소매업,470142.85714285704,2017-01-11
2017-02-08,35,서울 마포구,의복 소매업,763142.857142857,2017-02-08
2017-03-08,35,서울 마포구,의복 소매업,768428.5714285715,2017-03-08
2017-04-05,35,서울 마포구,의복 소매업,924157.1428571431,2017-04-05
2017-05-03,35,서울 마포구,의복 소매업,1063428.5714285714,2017-05-03
2017-05-31,35,서울 마포구,의복 소매업,1151785.714285714,2017-05-31
2017-06-28,35,서울 마포구,의복 소매업,1344914.285714286,2017-06-28
2017-07-26,35,서울 마포구,의복 소매업,889642.8571428572,2017-07-26
2017-08-23,35,서울 마포구,의복 소매업,626242.8571428572,2017-08-23
2017-09-20,35,서울 마포구,의복 소매업,817142.8571428573,2017-09-20
2017-10-18,35,서울 마포구,의복 소매업,892000.0,2017-10-18
2017-11-15,35,서울 마포구,의복 소매업,671000.0,2017-11-15
2017-12-13,35,서울 마포구,의복 소매업,466857.1428571428,2017-12-13
2018-01-10,35,서울 마포구,의복 소매업,454714.2857142858,2018-01-10
2018-02-07,35,서울 마포구,의복 소매업,463142.85714285704,2018-02-07
2018-03-07,35,서울 마포구,의복 소매업,671285.7142857143,2018-03-07
2018-04-04,35,서울 마포구,의복 소매업,882571.4285714283,2018-04-04
2018-05-02,35,서울 마포구,의복 소매업,880285.7142857143,2018-05-02
2018-05-30,35,서울 마포구,의복 소매업,1213142.857142857,2018-05-30
2018-06-27,35,서울 마포구,의복 소매업,1026285.7142857143,2018-06-27
2018-07-25,35,서울 마포구,의복 소매업,997857.1428571426,2018-07-25
2018-08-22,35,서울 마포구,의복 소매업,764285.857142857,2018-08-22
2018-09-19,35,서울 마포구,의복 소매업,806142.8571428573,2018-09-19
2018-10-17,35,서울 마포구,의복 소매업,1006571.4285714288,2018-10-17
2018-11-14,35,서울 마포구,의복 소매업,1105714.2857142857,2018-11-14
2018-12-12,35,서울 마포구,의복 소매업,682440.7142857142,2018-12-12
2019-01-09,35,서울 마포구,의복 소매업,445142.85714285716,2019-01-09
2019-02-06,35,서울 마포구,의복 소매업,446000.0,2019-02-06
2016-07-06,37,서울 마포구,간이음식 포장 판매 전문점,796785.7142857142,2016-07-06
2016-08-03,37,서울 마포구,간이음식 포장 판매 전문점,979214.2857142854,2016-08-03
2016-08-31,37,서울 마포구,간이음식 포장 판매 전문점,2154571.4285714286,2016-08-31
2016-09-28,37,서울 마포구,간이음식 포장 판매 전문점,1087142.8571428573,2016-09-28
2016-10-26,37,서울 마포구,간이음식 포장 판매 전문점,904214.2857142857,2016-10-26
2016-11-23,37,서울 마포구,간이음식 포장 판매 전문점,1872214.2857142854,2016-11-23
2016-12-21,37,서울 마포구,간이음식 포장 판매 전문점,1143214.2857142857,2016-12-21
2017-01-18,37,서울 마포구,간이음식 포장 판매 전문점,1731285.7142857139,2017-01-18
2017-02-15,37,서울 마포구,간이음식 포장 판매 전문점,1423142.8571428575,2017-02-15
2017-03-15,37,서울 마포구,간이음식 포장 판매 전문점,1313428.5714285716,2017-03-15
2017-04-12,37,서울 마포구,간이음식 포장 판매 전문점,1114785.714285714,2017-04-12
2017-05-10,37,서울 마포구,간이음식 포장 판매 전문점,1138271.4285714284,2017-05-10
2017-06-07,37,서울 마포구,간이음식 포장 판매 전문점,1339100.0000000002,2017-06-07
2017-07-05,37,서울 마포구,간이음식 포장 판매 전문점,1333785.7142857143,2017-07-05
2017-08-02,37,서울 마포구,간이음식 포장 판매 전문점,1501728.5714285711,2017-08-02
2017-08-30,37,서울 마포구,간이음식 포장 판매 전문점,1304771.4285714284,2017-08-30
2017-09-27,37,서울 마포구,간이음식 포장 판매 전문점,1015000.0,2017-09-27
2017-10-25,37,서울 마포구,간이음식 포장 판매 전문점,1712142.857142857,2017-10-25
2017-11-22,37,서울 마포구,간이음식 포장 판매 전문점,1299000.0,2017-11-22
2017-12-20,37,서울 마포구,간이음식 포장 판매 전문점,1239014.285714286,2017-12-20
2018-01-17,37,서울 마포구,간이음식 포장 판매 전문점,1105285.7142857143,2018-01-17
2018-02-14,37,서울 마포구,간이음식 포장 판매 전문점,1217142.8571428573,2018-02-14
2018-03-14,37,서울 마포구,간이음식 포장 판매 전문점,1190000.0,2018-03-14
2018-04-11,37,서울 마포구,간이음식 포장 판매 전문점,1285142.857142857,2018-04-11
2018-05-09,37,서울 마포구,간이음식 포장 판매 전문점,1208285.7142857143,2018-05-09
2018-06-06,37,서울 마포구,간이음식 포장 판매 전문점,1196142.857142857,2018-06-06
2018-07-04,37,서울 마포구,간이음식 포장 판매 전문점,1662714.285714286,2018-07-04
2018-08-01,37,서울 마포구,간이음식 포장 판매 전문점,1078428.5714285711,2018-08-01
2018-08-29,37,서울 마포구,간이음식 포장 판매 전문점,1445857.1428571425,2018-08-29
2018-09-26,37,서울 마포구,간이음식 포장 판매 전문점,1175285.7142857143,2018-09-26
2018-10-24,37,서울 마포구,간이음식 포장 판매 전문점,1929285.7142857139,2018-10-24
2018-11-21,37,서울 마포구,간이음식 포장 판매 전문점,1838785.7142857146,2018-11-21
2018-12-19,37,서울 마포구,간이음식 포장 판매 전문점,1361857.142857143,2018-12-19
2019-01-16,37,서울 마포구,간이음식 포장 판매 전문점,1066571.4285714286,2019-01-16
2019-02-13,37,서울 마포구,간이음식 포장 판매 전문점,1002428.5714285712,2019-02-13
2016-06-01,40,서울 마포구,의복 소매업,1175999.9999999998,2016-06-01
2016-06-29,40,서울 마포구,의복 소매업,1148857.142857143,2016-06-29
2016-07-27,40,서울 마포구,의복 소매업,1115142.8571428575,2016-07-27
2016-08-24,40,서울 마포구,의복 소매업,727000.0,2016-08-24
2016-09-21,40,서울 마포구,의복 소매업,1016428.5714285715,2016-09-21
2016-10-19,40,서울 마포구,의복 소매업,1173928.9999999998,2016-10-19
2016-11-16,40,서울 마포구,의복 소매업,723571.0,2016-11-16
2016-12-14,40,서울 마포구,의복 소매업,532285.7142857142,2016-12-14
2017-01-11,40,서울 마포구,의복 소매업,226857.14285714287,2017-01-11
2017-02-08,40,서울 마포구,의복 소매업,399714.2857142857,2017-02-08
2017-03-08,40,서울 마포구,의복 소매업,601857.1428571428,2017-03-08
2017-04-05,40,서울 마포구,의복 소매업,1157428.5714285714,2017-04-05
2017-05-03,40,서울 마포구,의복 소매업,712714.2857142858,2017-05-03
2017-05-31,40,서울 마포구,의복 소매업,842142.857142857,2017-05-31
2017-06-28,40,서울 마포구,의복 소매업,747285.7142857142,2017-06-28
2017-07-26,40,서울 마포구,의복 소매업,413999.99999999994,2017-07-26
2017-08-23,40,서울 마포구,의복 소매업,472000.00000000006,2017-08-23
2017-09-20,40,서울 마포구,의복 소매업,723571.4285714285,2017-09-20
2017-10-18,40,서울 마포구,의복 소매업,1096857.1428571425,2017-10-18
2017-11-15,40,서울 마포구,의복 소매업,1268571.4285714286,2017-11-15
2017-12-13,40,서울 마포구,의복 소매업,494571.42857142864,2017-12-13
2018-01-10,40,서울 마포구,의복 소매업,632142.8571428572,2018-01-10
2018-02-07,40,서울 마포구,의복 소매업,525571.4285714285,2018-02-07
2018-03-07,40,서울 마포구,의복 소매업,1060285.714285714,2018-03-07
2018-04-04,40,서울 마포구,의복 소매업,1104285.7142857143,2018-04-04
2018-05-02,40,서울 마포구,의복 소매업,1239428.5714285716,2018-05-02
2018-05-30,40,서울 마포구,의복 소매업,1360857.1428571425,2018-05-30
2018-06-27,40,서울 마포구,의복 소매업,837714.2857142856,2018-06-27
2018-07-25,40,서울 마포구,의복 소매업,417142.8571428571,2018-07-25
2018-08-22,40,서울 마포구,의복 소매업,573285.7142857143,2018-08-22
2018-09-19,40,서울 마포구,의복 소매업,858857.142857143,2018-09-19
2018-10-17,40,서울 마포구,의복 소매업,897000.0000000001,2018-10-17
2018-11-14,40,서울 마포구,의복 소매업,613285.7142857143,2018-11-14
2018-12-12,40,서울 마포구,의복 소매업,567671.4285714285,2018-12-12
2019-01-09,40,서울 마포구,의복 소매업,258571.42857142855,2019-01-09
2019-02-06,40,서울 마포구,의복 소매업,263857.14285714284,2019-02-06
2016-06-02,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",211857.1428571428,2016-06-02
2016-06-30,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",410434.57142857136,2016-06-30
2016-07-28,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",666000.0000000001,2016-07-28
2016-08-25,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",957000.0000000001,2016-08-25
2016-09-22,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",682714.2857142858,2016-09-22
2016-10-20,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",267285.7142857143,2016-10-20
2016-11-17,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",326571.4285714286,2016-11-17
2016-12-15,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",104142.85714285714,2016-12-15
2017-01-12,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",494714.2857142857,2017-01-12
2017-02-09,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",554285.7142857143,2017-02-09
2017-03-09,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",205571.42857142858,2017-03-09
2017-04-06,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",365714.2857142858,2017-04-06
2017-05-04,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",747000.0,2017-05-04
2017-06-01,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",403428.5714285714,2017-06-01
2017-06-29,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",688142.8571428573,2017-06-29
2017-07-27,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",1312428.5714285716,2017-07-27
2017-08-24,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",542714.2857142857,2017-08-24
2017-09-21,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",415285.71428571426,2017-09-21
2017-10-19,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",214857.14285714287,2017-10-19
2017-11-16,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",485142.85714285716,2017-11-16
2017-12-14,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",353571.4285714285,2017-12-14
2018-01-11,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",336999.99999999994,2018-01-11
2018-02-08,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",561714.2857142857,2018-02-08
2018-03-08,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",208285.7142857143,2018-03-08
2018-04-05,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",205285.7142857143,2018-04-05
2018-05-03,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",328000.0,2018-05-03
2018-05-31,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",384428.5714285714,2018-05-31
2018-06-28,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",848142.8571428573,2018-06-28
2018-07-26,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",506428.5714285715,2018-07-26
2018-08-23,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",469857.14285714284,2018-08-23
2018-09-20,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",385285.7142857143,2018-09-20
2018-10-18,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",590714.2857142857,2018-10-18
2018-11-15,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",165000.0,2018-11-15
2018-12-13,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",65142.857142857145,2018-12-13
2019-01-10,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",83714.28571428571,2019-01-10
2019-02-07,45,부산 부산진구,"섬유, 직물 및 의복액세서리 소매업",282285.71428571426,2019-02-07
2016-06-01,46,서울 마포구,외국어학원,6761646.285714285,2016-06-01
2016-06-29,46,서울 마포구,외국어학원,4280911.428571428,2016-06-29
2016-07-27,46,서울 마포구,외국어학원,4949311.428571429,2016-07-27
2016-08-24,46,서울 마포구,외국어학원,8231311.428571429,2016-08-24
2016-09-21,46,서울 마포구,외국어학원,2495437.1428571423,2016-09-21
2016-10-19,46,서울 마포구,외국어학원,5232834.285714285,2016-10-19
2016-11-16,46,서울 마포구,외국어학원,5875371.428571429,2016-11-16
2016-12-14,46,서울 마포구,외국어학원,6983132.857142857,2016-12-14
2017-01-11,46,서울 마포구,외국어학원,4365517.142857143,2017-01-11
2017-02-08,46,서울 마포구,외국어학원,5895675.2857142845,2017-02-08
2017-03-08,46,서울 마포구,외국어학원,4846734.285714285,2017-03-08
2017-04-05,46,서울 마포구,외국어학원,5245412.857142856,2017-04-05
2017-05-03,46,서울 마포구,외국어학원,6918628.571428571,2017-05-03
2017-05-31,46,서울 마포구,외국어학원,4649874.285714286,2017-05-31
2017-06-28,46,서울 마포구,외국어학원,4342285.714285715,2017-06-28
2017-07-26,46,서울 마포구,외국어학원,4093988.5714285714,2017-07-26
2017-08-23,46,서울 마포구,외국어학원,4502192.857142856,2017-08-23
2017-09-20,46,서울 마포구,외국어학원,3667457.1428571437,2017-09-20
2017-10-18,46,서울 마포구,외국어학원,3414142.8571428577,2017-10-18
2017-11-15,46,서울 마포구,외국어학원,3857571.4285714286,2017-11-15
2017-12-13,46,서울 마포구,외국어학원,4029207.1428571423,2017-12-13
2018-01-10,46,서울 마포구,외국어학원,3076380.0000000005,2018-01-10
2018-02-07,46,서울 마포구,외국어학원,4006999.9999999995,2018-02-07
2018-03-07,46,서울 마포구,외국어학원,3308106.0000000005,2018-03-07
2018-04-04,46,서울 마포구,외국어학원,3846216.4285714286,2018-04-04
2018-05-02,46,서울 마포구,외국어학원,3634285.7142857146,2018-05-02
2018-05-30,46,서울 마포구,외국어학원,3775428.5714285714,2018-05-30
2018-06-27,46,서울 마포구,외국어학원,4130270.8571428573,2018-06-27
2018-07-25,46,서울 마포구,외국어학원,3343268.7142857146,2018-07-25
2018-08-22,46,서울 마포구,외국어학원,3526714.285714285,2018-08-22
2018-09-19,46,서울 마포구,외국어학원,5793767.714285714,2018-09-19
2018-10-17,46,서울 마포구,외국어학원,2660285.714285714,2018-10-17
2018-11-14,46,서울 마포구,외국어학원,3530857.1428571427,2018-11-14
2018-12-12,46,서울 마포구,외국어학원,6653142.857142856,2018-12-12
2019-01-09,46,서울 마포구,외국어학원,5409357.142857142,2019-01-09
2019-02-06,46,서울 마포구,외국어학원,1868714.2857142857,2019-02-06
2016-06-01,49,서울 중랑구,통신기기 소매업,38537.142857142855,2016-06-01
2016-06-29,49,서울 중랑구,통신기기 소매업,62857.14285714286,2016-06-29
2016-07-27,49,서울 중랑구,통신기기 소매업,44024.28571428571,2016-07-27
